node_id,name,type,attrs_json
60,Reverse Lunge,Exercise,"{""primary_muscles"": [""Quadriceps"", ""Glutes""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
61,Step Up,Exercise,"{""primary_muscles"": [""Full Body""], ""equipment"": ""None"", ""exercise_type"": ""Cardio"", ""intensity"": ""Moderate"", ""goals"": [""Fat Loss"", ""Endurance""]}"
62,Full Body,MuscleGroup,{}
63,Leg Press,Exercise,"{""primary_muscles"": [""Quadriceps"", ""Glutes""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
64,Hack Squat,Exercise,"{""primary_muscles"": [""Quadriceps"", ""Glutes""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
65,Romanian Deadlift,Exercise,"{""primary_muscles"": [""Hamstrings"", ""Glutes""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
66,Stiff Leg Deadlift,Exercise,"{""primary_muscles"": [""Hamstrings"", ""Glutes""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
67,Sumo Deadlift,Exercise,"{""primary_muscles"": [""Hamstrings"", ""Glutes""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
68,Deadlift,Exercise,"{""primary_muscles"": [""Hamstrings"", ""Glutes""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
69,Hip Thrust,Exercise,"{""primary_muscles"": [""Glutes""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
70,Glute Bridge,Exercise,"{""primary_muscles"": [""Glutes""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
71,Leg Extension,Exercise,"{""primary_muscles"": [""Quadriceps"", ""Glutes""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
72,Hamstring Curl,Exercise,"{""primary_muscles"": [""Biceps""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
73,Calf Raise,Exercise,"{""primary_muscles"": [""Deltoids"", ""Lats""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
74,Pistol Squat,Exercise,"{""primary_muscles"": [""Quadriceps"", ""Glutes""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
75,Box Jump,Exercise,"{""primary_muscles"": [""Full Body""], ""equipment"": ""None"", ""exercise_type"": ""Cardio"", ""intensity"": ""Moderate"", ""goals"": [""Fat Loss"", ""Endurance""]}"
76,Barbell Bench Press,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
77,Dumbbell Bench Press,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
78,Incline Bench Press,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
79,Decline Bench Press,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
80,Push Up,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
81,Dips,Exercise,"{""primary_muscles"": [""Triceps""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
82,Dumbbell Fly,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""Dumbbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
83,Cable Fly,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""Cable Machine"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
84,Pec Deck,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
85,Landmine Press,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
86,Floor Press,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
87,Svend Press,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
88,Medicine Ball Chest Pass,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
89,Single Arm Dumbbell Press,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
90,Archer Push-Up,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
91,Pull-Up,Exercise,"{""primary_muscles"": [""Lats"", ""Upper Back""], ""equipment"": ""Pull-up Bar"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
92,Chin-Up,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""Pull-up Bar"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
93,Lat Pulldown,Exercise,"{""primary_muscles"": [""Lats"", ""Upper Back""], ""equipment"": ""Cable Machine"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
94,Seated Row,Exercise,"{""primary_muscles"": [""Lats"", ""Upper Back""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
95,Bent Over Row,Exercise,"{""primary_muscles"": [""Lats"", ""Upper Back""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
96,Dumbbell Row,Exercise,"{""primary_muscles"": [""Lats"", ""Upper Back""], ""equipment"": ""Dumbbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
97,T-Bar Row,Exercise,"{""primary_muscles"": [""Lats"", ""Upper Back""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
98,Inverted Row,Exercise,"{""primary_muscles"": [""Lats"", ""Upper Back""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
99,Renegade Row,Exercise,"{""primary_muscles"": [""Lats"", ""Upper Back""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
100,Face Pull,Exercise,"{""primary_muscles"": [""Lats"", ""Upper Back""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
101,Rack Pull,Exercise,"{""primary_muscles"": [""Lats"", ""Upper Back""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
102,Good Morning,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
103,Hyperextension,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
104,Cable Pullover,Exercise,"{""primary_muscles"": [""Lats"", ""Upper Back""], ""equipment"": ""Cable Machine"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
105,Meadows Row,Exercise,"{""primary_muscles"": [""Lats"", ""Upper Back""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
106,Overhead Press,Exercise,"{""primary_muscles"": [""Deltoids"", ""Lats""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
107,Seated Dumbbell Press,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
108,Arnold Press,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
109,Push Press,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
110,Lateral Raise,Exercise,"{""primary_muscles"": [""Deltoids"", ""Lats""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
111,Front Raise,Exercise,"{""primary_muscles"": [""Deltoids"", ""Lats""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
112,Rear Delt Fly,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
113,Upright Row,Exercise,"{""primary_muscles"": [""Lats"", ""Upper Back""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
114,Face Pull High Row,Exercise,"{""primary_muscles"": [""Lats"", ""Upper Back""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
115,Bradford Press,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
116,Cuban Press,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
117,Z Press,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
118,Kettlebell Overhead Press,Exercise,"{""primary_muscles"": [""Deltoids"", ""Lats""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
119,Barbell Curl,Exercise,"{""primary_muscles"": [""Biceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
120,Dumbbell Curl,Exercise,"{""primary_muscles"": [""Biceps""], ""equipment"": ""Dumbbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
121,Hammer Curl,Exercise,"{""primary_muscles"": [""Biceps""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
122,Preacher Curl,Exercise,"{""primary_muscles"": [""Biceps""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
123,Concentration Curl,Exercise,"{""primary_muscles"": [""Biceps""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
124,Cable Curl,Exercise,"{""primary_muscles"": [""Biceps""], ""equipment"": ""Cable Machine"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
125,Triceps Pushdown,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
126,Overhead Triceps Extension,Exercise,"{""primary_muscles"": [""Deltoids"", ""Lats""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
127,Skull Crusher,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
128,Close Grip Bench Press,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
129,Rope Pushdown,Exercise,"{""primary_muscles"": [""Full Body""], ""equipment"": ""Battle Ropes"", ""exercise_type"": ""Cardio"", ""intensity"": ""Moderate"", ""goals"": [""Fat Loss"", ""Endurance""]}"
130,Battle Ropes,Equipment,{}
131,Bench Dip,Exercise,"{""primary_muscles"": [""Chest"", ""Triceps""], ""equipment"": ""Barbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
132,Plank,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
133,Side Plank,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
134,Hollow Hold,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
135,Dead Bug,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
136,Russian Twist,Exercise,"{""primary_muscles"": [""Core"", ""Obliques""], ""equipment"": ""None"", ""exercise_type"": ""Stability"", ""intensity"": ""Moderate"", ""goals"": [""Strength""]}"
137,Hanging Leg Raise,Exercise,"{""primary_muscles"": [""Quadriceps"", ""Glutes""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
138,Cable Woodchopper,Exercise,"{""primary_muscles"": [""Core"", ""Obliques""], ""equipment"": ""Cable Machine"", ""exercise_type"": ""Stability"", ""intensity"": ""Moderate"", ""goals"": [""Strength""]}"
139,Ab Rollout,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
140,Pallof Press,Exercise,"{""primary_muscles"": [""Core"", ""Obliques""], ""equipment"": ""Barbell"", ""exercise_type"": ""Stability"", ""intensity"": ""Moderate"", ""goals"": [""Strength""]}"
141,Farmer Carry,Exercise,"{""primary_muscles"": [""Core"", ""Forearms"", ""Upper Back""], ""equipment"": ""Dumbbell"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength""]}"
142,Back Extension,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
143,L-Sit,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
144,Dragon Flag,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
145,Mountain Climbers,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
146,Running (Treadmill),Exercise,"{""primary_muscles"": [""Quadriceps"", ""Calves""], ""equipment"": ""Treadmill"", ""exercise_type"": ""Cardio"", ""intensity"": ""Moderate"", ""goals"": [""Fat Loss"", ""Endurance""]}"
147,Outdoor Running,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
148,Cycling (Stationary),Exercise,"{""primary_muscles"": [""Quadriceps"", ""Calves""], ""equipment"": ""Treadmill"", ""exercise_type"": ""Cardio"", ""intensity"": ""Moderate"", ""goals"": [""Fat Loss"", ""Endurance""]}"
149,Rowing (Machine),Exercise,"{""primary_muscles"": [""Quadriceps"", ""Calves""], ""equipment"": ""Rowing Machine"", ""exercise_type"": ""Cardio"", ""intensity"": ""Moderate"", ""goals"": [""Fat Loss"", ""Endurance""]}"
150,Jump Rope,Exercise,"{""primary_muscles"": [""Full Body""], ""equipment"": ""Battle Ropes"", ""exercise_type"": ""Cardio"", ""intensity"": ""Moderate"", ""goals"": [""Fat Loss"", ""Endurance""]}"
151,Burpee,Exercise,"{""primary_muscles"": [""Full Body""], ""equipment"": ""None"", ""exercise_type"": ""Cardio"", ""intensity"": ""Moderate"", ""goals"": [""Fat Loss"", ""Endurance""]}"
152,Sprint Interval,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
153,Hill Sprint,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
154,Stair Climber,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
155,Elliptical,Exercise,"{""primary_muscles"": [""Quadriceps"", ""Calves""], ""equipment"": ""Elliptical"", ""exercise_type"": ""Cardio"", ""intensity"": ""Moderate"", ""goals"": [""Fat Loss"", ""Endurance""]}"
156,Box Jumps,Exercise,"{""primary_muscles"": [""Full Body""], ""equipment"": ""None"", ""exercise_type"": ""Cardio"", ""intensity"": ""Moderate"", ""goals"": [""Fat Loss"", ""Endurance""]}"
157,Agility Ladder,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
158,Dynamic Hamstring Stretch,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Mobility"", ""intensity"": ""Low"", ""goals"": [""Mobility"", ""Rehab""]}"
159,Hip Flexor Stretch,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Mobility"", ""intensity"": ""Low"", ""goals"": [""Mobility"", ""Rehab""]}"
160,Thoracic Rotation,Exercise,"{""primary_muscles"": [""Core"", ""Obliques""], ""equipment"": ""None"", ""exercise_type"": ""Stability"", ""intensity"": ""Moderate"", ""goals"": [""Strength""]}"
161,Ankle Mobility Drill,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Mobility"", ""intensity"": ""Low"", ""goals"": [""Mobility"", ""Rehab""]}"
162,Child's Pose,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Mobility"", ""intensity"": ""Low"", ""goals"": [""Mobility"", ""Rehab""]}"
163,Cat-Cow,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Mobility"", ""intensity"": ""Low"", ""goals"": [""Mobility"", ""Rehab""]}"
164,Pigeon Pose,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Mobility"", ""intensity"": ""Low"", ""goals"": [""Mobility"", ""Rehab""]}"
165,90/90 Hip Switch,Exercise,"{""primary_muscles"": [""Glutes""], ""equipment"": ""None"", ""exercise_type"": ""Strength"", ""intensity"": ""Moderate"", ""goals"": [""Strength"", ""Hypertrophy""]}"
166,Shoulder Dislocation (Band),Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Mobility"", ""intensity"": ""Low"", ""goals"": [""Mobility"", ""Rehab""]}"
167,World's Greatest Stretch,Exercise,"{""primary_muscles"": [""Core""], ""equipment"": ""None"", ""exercise_type"": ""Mobility"", ""intensity"": ""Low"", ""goals"": [""Mobility"", ""Rehab""]}"
168,Hang Clean,Exercise,"{""primary_muscles"": [""Glutes"", ""Hamstrings"", ""Quadriceps"", ""Lower Back"", ""Upper Back"", ""Core""], ""equipment"": ""Barbell"", ""exercise_type"": ""Power"", ""intensity"": ""High"", ""goals"": [""Power"", ""Strength""]}"
169,Power Clean,Exercise,"{""primary_muscles"": [""Glutes"", ""Hamstrings"", ""Quadriceps"", ""Lower Back"", ""Upper Back"", ""Core""], ""equipment"": ""Barbell"", ""exercise_type"": ""Power"", ""intensity"": ""High"", ""goals"": [""Power"", ""Strength""]}"
170,Clean and Jerk,Exercise,"{""primary_muscles"": [""Glutes"", ""Hamstrings"", ""Quadriceps"", ""Lower Back"", ""Upper Back"", ""Core""], ""equipment"": ""Barbell"", ""exercise_type"": ""Power"", ""intensity"": ""High"", ""goals"": [""Power"", ""Strength""]}"
171,Snatch,Exercise,"{""primary_muscles"": [""Glutes"", ""Hamstrings"", ""Quadriceps"", ""Lower Back"", ""Upper Back"", ""Core""], ""equipment"": ""Barbell"", ""exercise_type"": ""Power"", ""intensity"": ""High"", ""goals"": [""Power"", ""Strength""]}"
172,Push Jerk,Exercise,"{""primary_muscles"": [""Glutes"", ""Hamstrings"", ""Quadriceps"", ""Lower Back"", ""Upper Back"", ""Core""], ""equipment"": ""Barbell"", ""exercise_type"": ""Power"", ""intensity"": ""High"", ""goals"": [""Power"", ""Strength""]}"
